,Unnamed: 0,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
0,4379,2023-03-26,S300Z3PR,ST4000DM000,4000787030016,0,117.0,148017232.0,,,93.0,0.0,100.0,7.0,100.0,0.0,81.0,162197790.0,,,22.0,68843.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,1.0,80.0,40923.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68675.0,100.0,75653075200.0,100.0,412437861862.0,,,,,,,,,,,,,,,,,,,,
1,1791,2023-03-26,Z302G5JD,ST4000DM000,4000787030016,0,120.0,237871792.0,,,92.0,0.0,100.0,13.0,100.0,0.0,87.0,530695974.0,,,19.0,71260.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,6.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,75.0,51851.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71073.0,100.0,79682782832.0,100.0,642106407240.0,,,,,,,,,,,,,,,,,,,,
2,5896,2023-03-26,S300YPZ0,ST4000DM000,4000787030016,0,115.0,92519752.0,,,92.0,0.0,100.0,12.0,100.0,0.0,85.0,354884829.0,,,23.0,67929.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,81.0,38909.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67567.0,100.0,75942413936.0,100.0,443349522594.0,,,,,,,,,,,,,,,,,,,,
3,7056,2023-01-07,ZHZ63ED3,ST12000NM0008,12000138625024,1,74.0,234832192.0,,,91.0,0.0,100.0,12.0,100.0,0.0,88.0,587317905.0,,,73.0,24500.0,100.0,0.0,,,100.0,12.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,14.0,100.0,120263934026.0,,,69.0,31.0,,,100.0,3.0,100.0,1421.0,31.0,31.0,1.0,234832192.0,,,90.0,5280.0,90.0,5280.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24295.0,100.0,90295667448.0,100.0,387479266176.0,,,,,,,,,,,,,,,,,,,,
4,946,2023-03-26,Z302AKL7,ST4000DM000,4000787030016,0,116.0,112041352.0,,,92.0,0.0,100.0,19.0,100.0,0.0,87.0,570196238.0,,,19.0,71251.0,100.0,0.0,,,100.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,72.0,56965.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71039.0,100.0,78285392048.0,100.0,433567445583.0,,,,,,,,,,,,,,,,,,,,
5,4070,2023-03-26,S300Z56B,ST4000DM000,4000787030016,0,118.0,188841072.0,,,96.0,0.0,100.0,4.0,100.0,0.0,85.0,368170521.0,,,22.0,68876.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,1.0,81.0,39870.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68718.0,100.0,73913012472.0,100.0,450936874565.0,,,,,,,,,,,,,,,,,,,,
6,2044,2023-03-26,Z4D04AKM,ST6000DX000,6001175126016,0,117.0,129052328.0,,,88.0,0.0,100.0,17.0,100.0,0.0,90.0,1010182751.0,,,21.0,70009.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,27.0,73.0,77.0,23.0,62.0,77558.0,100.0,4.0,1.0,203441.0,23.0,23.0,66.0,129052328.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,69094.0,100.0,93610534632.0,100.0,400597756432.0,,,,,,,,,,,,,,,,,,,,
7,6953,2023-03-26,S300VKNA,ST4000DM000,4000787030016,0,116.0,104631776.0,,,91.0,0.0,100.0,19.0,100.0,0.0,89.0,881887001.0,,,24.0,67100.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,100.0,0.0,100.0,0.0,74.0,52138.0,32.0,32.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,66818.0,100.0,72759074016.0,100.0,775086044211.0,,,,,,,,,,,,,,,,,,,,
8,4318,2023-03-26,S300Z6RY,ST4000DM000,4000787030016,0,117.0,124762152.0,,,92.0,0.0,100.0,11.0,100.0,0.0,78.0,60908509.0,,,22.0,68881.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,83.0,34243.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68745.0,100.0,76529906640.0,100.0,408655718585.0,,,,,,,,,,,,,,,,,,,,
9,3252,2023-03-26,S30117FL,ST4000DM000,4000787030016,0,111.0,41202080.0,,,91.0,0.0,100.0,12.0,100.0,0.0,87.0,513554418.0,,,21.0,69582.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,1.0,83.0,34893.0,18.0,18.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,69405.0,100.0,76554495520.0,100.0,712265107744.0,,,,,,,,,,,,,,,,,,,,
10,1082,2023-03-26,Z302AL4P,ST4000DM000,4000787030016,0,112.0,47143912.0,,,92.0,0.0,100.0,16.0,100.0,0.0,87.0,521624840.0,,,19.0,71237.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,75.0,51954.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71054.0,100.0,77914099960.0,100.0,458845296724.0,,,,,,,,,,,,,,,,,,,,
11,3726,2023-03-26,4589K0VHFMYB,TOSHIBA MD04ABA400V,4000787030016,0,100.0,0.0,100.0,0.0,100.0,5390.0,100.0,24.0,100.0,0.0,100.0,0.0,100.0,0.0,1.0,68864.0,100.0,0.0,,,100.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.0,100.0,7.0,100.0,626.0,100.0,17.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,1.0,68760.0,100.0,0.0,100.0,0.0,,,100.0,387.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
12,6169,2023-03-26,S300X8ZD,ST4000DM000,4000787030016,0,112.0,45508688.0,,,92.0,0.0,100.0,13.0,100.0,0.0,84.0,309619553.0,,,23.0,67773.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,81.0,38011.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67461.0,100.0,76067760216.0,100.0,435007396609.0,,,,,,,,,,,,,,,,,,,,
13,1570,2023-03-26,PL2331LAGSSBKJ,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,134.0,100.0,122.0,574.0,100.0,31.0,100.0,0.0,100.0,0.0,113.0,42.0,92.0,62658.0,100.0,0.0,,,100.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,943.0,100.0,943.0,253.0,20.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6785,2023-03-26,S300Z6PE,ST4000DM000,4000787030016,0,119.0,211957032.0,,,92.0,0.0,100.0,10.0,100.0,0.0,90.0,945619627.0,,,24.0,67389.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,75.0,50297.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67026.0,100.0,70862132664.0,100.0,530090712043.0,,,,,,,,,,,,,,,,,,,,
15,1067,2023-03-26,Z302AB9J,ST4000DM000,4000787030016,0,115.0,93095200.0,,,91.0,0.0,100.0,16.0,100.0,0.0,83.0,226194437.0,,,19.0,71244.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,1.0,75.0,51662.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71062.0,100.0,78625754984.0,100.0,422138405888.0,,,,,,,,,,,,,,,,,,,,
16,6313,2023-03-26,S300WDNH,ST4000DM000,4000787030016,0,112.0,42225408.0,,,95.0,0.0,100.0,7.0,100.0,0.0,78.0,62118584.0,,,24.0,67425.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,80.0,40207.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67215.0,100.0,75024624488.0,100.0,395819342831.0,,,,,,,,,,,,,,,,,,,,
17,7663,2023-03-12,Z305D6JG,ST4000DM000,4000787030016,1,112.0,48029056.0,,,91.0,0.0,100.0,17.0,99.0,1184.0,88.0,728716365.0,,,30.0,62086.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,57.0,100.0,0.0,1.0,103.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,0.0,100.0,0.0,95.0,10065.0,36.0,36.0,,,,,99.0,216.0,99.0,216.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,61998.0,100.0,64287852544.0,100.0,427007399744.0,,,,,,,,,,,,,,,,,,,,
18,3478,2023-03-26,Z302FE4Z,ST4000DM000,4000787030016,0,116.0,110666944.0,,,92.0,0.0,100.0,22.0,100.0,0.0,84.0,254061826.0,,,21.0,69587.0,100.0,0.0,,,100.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,83.0,17.0,100.0,0.0,100.0,0.0,84.0,33398.0,17.0,17.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,69420.0,100.0,79268337153.0,100.0,414856270473.0,,,,,,,,,,,,,,,,,,,,
19,4807,2023-03-26,S300WDTK,ST4000DM000,4000787030016,0,109.0,24584872.0,,,95.0,0.0,100.0,10.0,100.0,0.0,89.0,862994264.0,,,23.0,67464.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,2.0,36.0,128756.0,18.0,18.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,66943.0,100.0,68027793248.0,100.0,631460513718.0,,,,,,,,,,,,,,,,,,,,
20,15,2023-03-26,PL2331LAGMKNPJ,HGST HMS5C4040BLE640,4000787030016,0,100.0,0.0,134.0,100.0,124.0,564.0,100.0,21.0,100.0,0.0,100.0,0.0,111.0,43.0,89.0,77033.0,100.0,0.0,,,100.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1351.0,99.0,1351.0,240.0,25.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,436,2023-03-26,PL1331LAGRZS9H,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,133.0,105.0,127.0,541.0,100.0,27.0,100.0,0.0,100.0,0.0,113.0,42.0,89.0,77039.0,100.0,0.0,,,100.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1231.0,99.0,1231.0,222.0,27.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,3269,2023-03-26,PL2331LAGULK8J,HGST HDS5C4040ALE630,4000787030016,0,100.0,0.0,134.0,101.0,139.0,560.0,100.0,12.0,100.0,0.0,100.0,0.0,113.0,42.0,93.0,52122.0,95.0,1.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,667.0,100.0,667.0,253.0,21.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1647,2023-03-26,Z302F2E5,ST4000DM000,4000787030016,0,120.0,238465696.0,,,91.0,0.0,100.0,9.0,100.0,0.0,85.0,357278926.0,,,19.0,71250.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,84.0,16.0,100.0,0.0,100.0,1.0,72.0,57719.0,16.0,16.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71057.0,100.0,77508360448.0,100.0,411479650061.0,,,,,,,,,,,,,,,,,,,,
24,4239,2023-03-26,PL2331LAGSUY8J,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,134.0,100.0,124.0,554.0,100.0,18.0,100.0,0.0,100.0,0.0,111.0,43.0,90.0,74838.0,95.0,65536.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1045.0,100.0,1045.0,250.0,24.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7675,2023-03-13,ZL005DE3,ST12000NM0008,12000138625024,1,72.0,15358424.0,,,93.0,0.0,100.0,6.0,100.0,56.0,79.0,74037278.0,,,76.0,21804.0,100.0,0.0,,,100.0,6.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,43.0,100.0,393222.0,,,56.0,44.0,,,100.0,4.0,100.0,1107.0,44.0,44.0,1.0,15358424.0,,,76.0,11800.0,76.0,11800.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21622.0,100.0,70172518768.0,100.0,224036388867.0,,,,,,,,,,,,,,,,,,,,
26,5761,2023-03-26,S300Z7MN,ST4000DM000,4000787030016,0,114.0,59301304.0,,,92.0,0.0,100.0,12.0,100.0,0.0,86.0,428138179.0,,,23.0,67937.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,81.0,39104.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67571.0,100.0,76603583480.0,100.0,676518231922.0,,,,,,,,,,,,,,,,,,,,
27,1135,2023-03-26,Z302B0RL,ST4000DM000,4000787030016,0,109.0,21345480.0,,,91.0,0.0,100.0,20.0,100.0,0.0,84.0,303223083.0,,,19.0,71246.0,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,73.0,55404.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71051.0,100.0,76702686296.0,100.0,611401372585.0,,,,,,,,,,,,,,,,,,,,
28,4631,2023-03-26,S3010LW0,ST4000DM000,4000787030016,0,118.0,168278216.0,,,92.0,0.0,100.0,27.0,100.0,0.0,79.0,97218047.0,,,22.0,68580.0,100.0,0.0,,,100.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,23.0,155731.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67776.0,100.0,69334385312.0,100.0,584091524472.0,,,,,,,,,,,,,,,,,,,,
29,6430,2023-03-26,S300Z75F,ST4000DM000,4000787030016,0,117.0,120912800.0,,,92.0,0.0,100.0,10.0,100.0,0.0,84.0,325166355.0,,,23.0,67780.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,81.0,38960.0,28.0,28.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,67468.0,100.0,76360533528.0,100.0,427937194515.0,,,,,,,,,,,,,,,,,,,,
30,4370,2023-03-26,4581K0G1FMYB,TOSHIBA MD04ABA400V,4000787030016,0,100.0,0.0,100.0,0.0,100.0,5196.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,1.0,68821.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,100.0,1.0,100.0,177.0,100.0,15.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,1.0,68806.0,100.0,0.0,100.0,0.0,,,100.0,374.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
31,7284,2023-01-28,ZLW17S97,ST14000NM001G,14000519643136,1,76.0,37628272.0,,,91.0,0.0,100.0,10.0,100.0,744.0,82.0,152307074.0,,,78.0,19337.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,140.0,100.0,1835036.0,,,50.0,50.0,,,100.0,3.0,99.0,2913.0,50.0,50.0,,,,,86.0,8496.0,86.0,8496.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18566.0,100.0,104354436232.0,100.0,292903140342.0,,,,,,,,,,,,,,,,,,,,
32,1703,2023-03-26,PL1331LAHEBY2H,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,135.0,99.0,138.0,569.0,100.0,12.0,100.0,0.0,100.0,0.0,113.0,42.0,93.0,51488.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,666.0,100.0,666.0,253.0,18.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3518,2023-03-26,Z302DYW4,ST4000DM000,4000787030016,0,102.0,4097832.0,,,91.0,0.0,100.0,16.0,100.0,0.0,87.0,535862110.0,,,21.0,69578.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,83.0,17.0,100.0,0.0,100.0,4.0,92.0,17269.0,17.0,17.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,69464.0,100.0,79792293312.0,100.0,623600197051.0,,,,,,,,,,,,,,,,,,,,
